Date,Load,Load.1,Load.7,Net_demand,Solar_power,Wind_power,Temp,Temp_s95,Temp_s99,Temp_s95_min,Temp_s95_max,Temp_s99_min,Temp_s99_max,Wind,Wind_weighted,Nebulosity,Nebulosity_weighted,toy,WeekDays,BH_before,BH,BH_after,Year,Month,DLS,Summer_break,Christmas_break,Holiday,Holiday_zone_a,Holiday_zone_b,Holiday_zone_c,BH_Holiday,Solar_power.1,Solar_power.7,Wind_power.1,Wind_power.7,Net_demand.1,Net_demand.7
2013-03-25,65440.2291666667,56390.9375,70008.8541666667,63292.75,488.791666666667,1658.6875,279.139401663401,279.320466032453,280.238669776649,278.583569535853,279.915889089354,280.088703037511,280.597359449287,4.37559450785311,4.55164714776489,87.4746481315469,86.0197202610316,0.23,0,0,0,0,2013,3,0,0,0,0,0,0,0,0,342.791666666667,428.125,1859.79166666667,2037.33333333333,54188.3541666667,67543.3958333333
2013-03-26,67636.2708333333,65440.2291666667,69795.7916666667,65978.6458333333,552.1875,1105.4375,278.345217428327,278.669361475329,279.660111354525,277.944125099909,279.369855266286,279.451178709657,280.066502274809,3.90017676749226,3.82567824836382,81.7578158567364,74.7362281693594,0.232,1,0,0,0,2013,3,0,0,0,0,0,0,0,0,488.791666666667,542.645833333333,1658.6875,1779.83333333333,63292.75,67473.3125
2013-03-27,67984.4166666667,67636.2708333333,68484.4375,66737.4791666667,557.604166666667,689.333333333333,278.332251445149,278.231499858432,279.084435120278,277.061430836137,279.286339524706,278.870425267093,279.425425639329,3.04628077285194,3.05500131468278,79.8330616848046,76.380218378175,0.235,2,0,0,0,2013,3,0,0,0,0,0,0,0,0,552.1875,539.979166666667,1105.4375,1968.58333333333,65978.6458333333,65975.875
2013-03-28,68385.6458333333,67984.4166666667,67926.3333333333,67439.7291666667,321.854166666667,624.0625,278.154844162312,278.376725727368,278.840471964459,277.692732542394,278.956249163022,278.72163664067,279.066061426423,2.80284338230164,2.77831439935481,87.5661177685103,89.347538985493,0.238,3,0,0,0,2013,3,0,0,0,0,0,0,0,0,557.604166666667,618.083333333333,689.333333333333,1044.83333333333,66737.4791666667,66263.4166666667
2013-03-29,68266.9166666667,68385.6458333333,63973.9583333333,66927.5,429.375,910.041666666667,278.374191420402,278.089186457867,278.517432202317,276.858271693806,279.243910819325,278.283382091062,278.729454411988,3.0508103011211,3.15345245365938,87.0597607057019,91.4313927439066,0.24,4,0,0,0,2013,3,0,0,0,0,0,0,0,0,321.854166666667,582.25,624.0625,3086.52083333333,67439.7291666667,60305.1875
2013-03-30,62654.125,68266.9166666667,57344.25,60272.3958333333,420.25,1961.47916666667,278.738791676175,278.874394481213,278.680187600802,278.339525360869,279.440227461745,278.552529026774,278.821101812992,4.48511640441613,4.29812934271233,89.856032017334,90.8378101617785,0.243,5,0,0,0,2013,3,0,0,0,0,0,0,0,10,429.375,345.958333333333,910.041666666667,1776.95833333333,66927.5,55221.3333333333
2013-03-31,59578.2916666667,62654.125,56390.9375,57413.3541666667,707.541666666667,1457.39583333333,277.492037551532,277.814613522693,278.362930648772,276.772783061057,278.658366934866,278.172578109019,278.68961794779,4.20412601379219,3.74504787917854,63.3484619889034,64.4571428303468,0.246,6,1,0,0,2013,3,1,0,0,0,0,0,0,10,420.25,342.791666666667,1961.47916666667,1859.79166666667,60272.3958333333,54188.3541666667
2013-04-01,60137.0625,59578.2916666667,65440.2291666667,56281.0416666667,510.875,3345.14583333333,278.36255948494,277.817992990316,278.087725993987,276.106850353843,279.562488063177,277.743506121286,278.432605993793,4.94074208564296,5.44212596616504,59.6619731470843,78.4691490203164,0.249,0,0,1,1,2013,4,1,0,0,0,0,0,0,10,707.541666666667,488.791666666667,1457.39583333333,1658.6875,57413.3541666667,63292.75
2013-04-02,66284.4166666667,60137.0625,67636.2708333333,62806.9583333333,624.666666666667,2852.79166666667,279.48977067464,279.219781565796,278.515500833901,277.826807083768,280.620657783345,278.172211851087,278.928708351974,4.46284955511103,4.71328263261522,62.198464393302,81.7692305150408,0.251,1,0,0,0,2013,4,1,0,0,0,0,0,0,0,510.875,552.1875,3345.14583333333,1105.4375,56281.0416666667,65978.6458333333
2013-04-03,66382.2708333333,66284.4166666667,67984.4166666667,63627.9375,785.8125,1968.52083333333,279.34528730718,279.320448127039,278.830397330327,277.776397285081,280.636153211537,278.478920279222,279.183716376947,4.04429276097527,4.24097057918837,53.8754983358231,52.9029722585912,0.254,2,0,0,0,2013,4,1,0,0,0,0,0,0,0,624.666666666667,557.604166666667,2852.79166666667,689.333333333333,62806.9583333333,66737.4791666667
2013-04-04,68082.7708333333,66382.2708333333,68385.6458333333,64579.9791666667,360.270833333333,3142.52083333333,279.278128432607,279.35136276364,279.050151310366,278.253244089943,280.244887283884,278.805064117994,279.282083775634,4.95760347665426,4.93992188228893,86.5321356087556,90.2963785696579,0.257,3,0,0,0,2013,4,1,0,0,0,0,0,0,0,785.8125,321.854166666667,1968.52083333333,624.0625,63627.9375,67439.7291666667
2013-04-05,68316.3333333333,68082.7708333333,68266.9166666667,65151.6041666667,443.229166666667,2721.5,278.76782028272,279.137213848175,279.123175127554,278.602915272849,279.744592925789,279.012313489282,279.246740659491,4.58685763012807,4.76439742335416,92.2758471192842,85.8908547710151,0.26,4,0,0,0,2013,4,1,0,0,0,0,0,0,0,360.270833333333,429.375,3142.52083333333,910.041666666667,64579.9791666667,66927.5
2013-04-06,63123.2083333333,68316.3333333333,62654.125,60834.7291666667,304.041666666667,1984.4375,278.474672093314,278.536264361663,278.885814880877,277.788444825192,279.227715126454,278.748771353969,279.064654824945,4.53462480366287,4.26509487359881,89.0812493404539,93.5682329153412,0.262,5,0,0,0,2013,4,1,0,0,0,0,0,0,10,443.229166666667,420.25,2721.5,1961.47916666667,65151.6041666667,60272.3958333333
2013-04-07,58225.9791666667,63123.2083333333,59578.2916666667,56445.7083333333,651.375,1128.89583333333,279.434524866437,278.905460374183,278.828207619437,277.33320347199,280.504854182632,278.489011513689,279.194372788191,3.28598975953572,3.19589014086643,76.6954320860068,81.5300121621943,0.265,6,0,0,0,2013,4,1,0,0,0,0,0,0,10,304.041666666667,707.541666666667,1984.4375,1457.39583333333,60834.7291666667,57413.3541666667
2013-04-08,64229.1041666667,58225.9791666667,60137.0625,62696.4375,460.416666666667,1072.25,280.56648942982,280.190807906575,279.340683861664,278.929681028118,281.447386847463,279.004585869503,279.774467415402,3.20263585282559,3.23137345815933,87.3087125998261,86.0188435293717,0.268,0,0,0,0,2013,4,1,0,0,0,0,0,0,0,651.375,510.875,1128.89583333333,3345.14583333333,56445.7083333333,56281.0416666667
2013-04-09,64050.2291666667,64229.1041666667,66284.4166666667,60292.1666666667,464.5,3293.5625,282.100132291118,281.484005272548,280.12375567622,280.204424780757,282.790439754583,279.722609316107,280.731484623542,5.21890711254589,5.09326183484105,83.1436287166117,79.1251092346877,0.27,1,0,0,0,2013,4,1,0,0,0,0,0,0,0,460.416666666667,624.666666666667,1072.25,2852.79166666667,62696.4375,62806.9583333333
2013-04-10,62182,64050.2291666667,66382.2708333333,58578.375,578.354166666667,3025.27083333333,283.894114710707,283.154851716463,281.246629365023,281.863194815114,284.500135210201,280.7400900855,282.015113882055,4.72133377745534,4.77495871377455,85.6201879696303,77.9164958248214,0.273,2,0,0,0,2013,4,1,0,0,0,0,0,0,0,464.5,785.8125,3293.5625,1968.52083333333,60292.1666666667,63627.9375
2013-04-11,59864.1666666667,62182,68082.7708333333,56202.875,348.875,3312.41666666667,285.153902648312,284.96871346044,282.680251398013,284.315113499866,285.712418083486,282.036543185778,283.214698763493,4.9656903339251,5.27681916527506,90.3898629638467,89.498117606141,0.276,3,0,0,0,2013,4,1,0,0,0,0,0,0,0,578.354166666667,360.270833333333,3025.27083333333,3142.52083333333,58578.375,64579.9791666667
2013-04-12,58342.9166666667,59864.1666666667,68316.3333333333,53197.9583333333,633.125,4511.83333333333,283.968420627255,284.356752713047,283.358192553971,283.665380947517,284.970087858146,283.125941699968,283.608062214982,5.90440727466917,6.35847264374,71.9947087109547,70.5561506782574,0.279,4,0,0,0,2013,4,1,0,0,0,0,0,0,0,348.875,443.229166666667,3312.41666666667,2721.5,56202.875,65151.6041666667
2013-04-13,51693.0833333333,58342.9166666667,63123.2083333333,48455.5208333333,727.895833333333,2509.66666666667,285.175867617317,284.351161527713,283.638364347264,282.487062639438,286.274972633725,283.189678418698,284.255784230484,4.08745900653328,4.53673120340782,75.6602367559745,68.7858125652043,0.281,5,0,0,0,2013,4,1,0,0,1,0,1,0,11,633.125,304.041666666667,4511.83333333333,1984.4375,53197.9583333333,60834.7291666667
2013-04-14,44469.3541666667,51693.0833333333,58225.9791666667,40833.9583333333,914.9375,2720.45833333333,289.488278904324,287.979685454164,285.152935406195,285.189646226201,291.038236091059,284.261394000853,286.360374789739,4.14727379372425,4.34825274399772,57.9727387418745,46.9879917995383,0.284,6,0,0,0,2013,4,1,0,0,1,0,1,0,11,727.895833333333,651.375,2509.66666666667,1128.89583333333,48455.5208333333,56445.7083333333
2013-04-15,50025.0208333333,44469.3541666667,64229.1041666667,48269.2708333333,723.6875,1032.0625,287.8921298399,288.427003524018,286.546557015331,287.040014462706,289.618641517307,286.129103993349,287.065762553764,2.62604816616679,2.7401602909438,71.9203185681123,70.3102653368878,0.287,0,0,0,0,2013,4,1,0,0,1,0,1,0,1,914.9375,460.416666666667,2720.45833333333,1072.25,40833.9583333333,62696.4375
2013-04-16,51233.0833333333,50025.0208333333,64050.2291666667,49154.6458333333,724.020833333333,1354.41666666667,287.839279164187,287.861091134007,287.032175021336,286.295431248787,289.222412777521,286.644248229836,287.449058309508,3.00224416024422,3.28063109831052,82.8469234659705,79.1156962030711,0.29,1,0,0,0,2013,4,1,0,0,1,0,1,0,1,723.6875,464.5,1032.0625,3293.5625,48269.2708333333,60292.1666666667
2013-04-17,50275.2708333333,51233.0833333333,62182,47968.2083333333,884.208333333333,1422.85416666667,290.308681177733,289.282018211312,287.769099761873,286.631787238489,292.084024059506,287.076802314936,288.65375523484,3.44366245440441,3.72964898856968,64.9664465254512,55.0502085631998,0.292,2,0,0,0,2013,4,1,0,0,1,0,1,0,1,724.020833333333,578.354166666667,1354.41666666667,3025.27083333333,49154.6458333333,58578.375
2013-04-18,49899.3333333333,50275.2708333333,59864.1666666667,45905.0416666667,643.895833333333,3350.39583333333,287.083778051603,288.640836173964,288.325856684332,287.078185962129,290.819757516396,288.030583381359,288.618183562997,4.9273758966552,5.57465988348501,66.7456126703289,67.1923958932806,0.295,3,0,0,0,2013,4,1,0,0,1,0,1,0,1,884.208333333333,348.875,1422.85416666667,3312.41666666667,47968.2083333333,56202.875
2013-04-19,51787.5,49899.3333333333,58342.9166666667,49168.7916666667,539.041666666667,2079.66666666667,283.131799252064,284.634612242083,286.999530959347,283.281605776817,286.892012669239,286.155319523282,287.983824748589,4.50477212607699,4.38959243141275,67.5505327766012,71.5611087734519,0.298,4,0,0,0,2013,4,1,0,0,1,0,1,0,1,643.895833333333,633.125,3350.39583333333,4511.83333333333,45905.0416666667,53197.9583333333
2013-04-20,49099.8333333333,51787.5,51693.0833333333,45501.25,582.4375,3016.14583333333,281.744886086184,282.145620005984,285.115742818955,281.16279902563,283.121441715987,284.520964743757,286.094549573651,5.37283364663512,4.87845145876013,60.2641954855245,63.52347356728,0.301,5,0,0,0,2013,4,1,0,0,1,1,1,0,11,539.041666666667,727.895833333333,2079.66666666667,2509.66666666667,49168.7916666667,48455.5208333333
2013-04-21,46519.4791666667,49099.8333333333,44469.3541666667,44884.5416666667,667.333333333333,967.604166666667,282.581295036557,282.228734694272,283.946782206198,280.537646719209,283.832455961337,283.694012424485,284.47469858885,3.07734040550535,2.8343238027783,58.8913645514678,68.6578747765558,0.303,6,0,0,0,2013,4,1,0,0,1,1,1,0,11,582.4375,914.9375,3016.14583333333,2720.45833333333,45501.25,40833.9583333333
2013-04-22,53442.625,46519.4791666667,50025.0208333333,51714.9166666667,736.229166666667,991.479166666667,283.532312231301,283.165752163703,283.62417729164,281.379417998277,284.841284602905,283.284279667218,283.909743407896,3.0380500701843,2.95527368420647,71.0880205611725,70.1126513159106,0.306,0,0,0,0,2013,4,1,0,0,1,1,1,0,1,667.333333333333,723.6875,967.604166666667,1032.0625,44884.5416666667,48269.2708333333
2013-04-23,53558.9375,53442.625,51233.0833333333,52164.375,746.708333333333,647.854166666667,285.008434995769,284.44698033997,283.889516342791,282.467126420142,286.546913912979,283.425772292721,284.436380260611,2.45860539848928,2.59467440329963,63.0453687383039,60.6178607361717,0.309,1,0,0,0,2013,4,1,0,0,1,1,1,0,1,736.229166666667,724.020833333333,991.479166666667,1354.41666666667,51714.9166666667,49154.6458333333
2013-04-24,51627.75,53558.9375,50275.2708333333,50240.8958333333,943.5,443.354166666667,287.54914601828,286.369824305845,284.731520330067,283.373352718627,289.508174944071,283.954469936366,285.732803167623,2.43975344830475,2.41784367604477,39.8769814840508,39.2098694835644,0.311,2,0,0,0,2013,4,1,0,0,1,1,1,0,1,746.708333333333,884.208333333333,647.854166666667,1422.85416666667,52164.375,47968.2083333333
2013-04-25,49812.3125,51627.75,49899.3333333333,48482.7916666667,771.104166666667,558.416666666667,290.115138617338,289.164258581683,286.386550117736,286.301289103189,292.083409028727,285.518106818597,287.53137782562,2.25757812012062,2.31960260779767,49.8871783497897,62.6297385293193,0.314,3,0,0,0,2013,4,1,0,0,1,1,1,0,1,943.5,643.895833333333,443.354166666667,3350.39583333333,50240.8958333333,45905.0416666667
2013-04-26,50501.9583333333,49812.3125,51787.5,48429.6666666667,209.75,1862.54166666667,285.509340889419,287.859870326265,287.271399206041,284.947745036922,290.701312349233,286.676466462152,287.527426572655,3.64913740583087,3.96057576474911,90.4689130976549,93.5126272246327,0.317,4,0,0,0,2013,4,1,0,0,1,1,1,0,1,771.104166666667,539.041666666667,558.416666666667,2079.66666666667,48482.7916666667,49168.7916666667
2013-04-27,48800.3333333333,50501.9583333333,49099.8333333333,46490.0625,388.1875,1922.08333333333,280.589128040958,282.273310682692,285.424537817774,280.692967836751,284.772511711848,284.332025358242,286.624132582885,4.10221568818269,4.10794564498616,86.269077428522,87.2483667198323,0.32,5,0,0,0,2013,4,1,0,0,1,1,1,1,11,209.75,582.4375,1862.54166666667,3016.14583333333,48429.6666666667,45501.25
2013-04-28,48488.3333333333,48800.3333333333,46519.4791666667,47236.0625,440.229166666667,812.041666666667,280.717411634971,280.545490239912,283.45434686503,279.419618895568,281.707630355974,283.00502645882,284.274200043898,2.79683374617598,2.66021820983081,79.020243103902,82.2270373005758,0.322,6,0,0,0,2013,4,1,0,0,1,1,1,1,11,388.1875,667.333333333333,1922.08333333333,967.604166666667,46490.0625,44884.5416666667
2013-04-29,55988.2916666667,48488.3333333333,53442.625,54499.0208333333,453.541666666667,1035.72916666667,282.702674965027,281.838502593337,282.753612042044,280.012613032388,283.666972423813,282.44130737231,283.014725232073,3.48028820009206,3.22835000721311,76.139031890495,84.4867815243599,0.325,0,0,0,0,2013,4,1,0,0,1,1,0,1,1,440.229166666667,736.229166666667,812.041666666667,991.479166666667,47236.0625,51714.9166666667
2013-04-30,56129.4166666667,55988.2916666667,53558.9375,52824.5416666667,381.895833333333,2922.97916666667,283.907387786839,283.533860882364,283.068924525375,282.453978624163,284.59010893162,282.801044477831,283.388182996069,4.51964751406633,4.55436917078895,90.699584517172,94.0547112105698,0.328,1,1,0,0,2013,4,1,0,0,1,1,0,1,1,453.541666666667,746.708333333333,1035.72916666667,647.854166666667,54499.0208333333,52164.375
2013-05-01,46464.4166666667,56129.4166666667,51627.75,44050.4166666667,590.458333333333,1823.54166666667,284.870751702818,284.561128657504,283.618199024319,283.525341633961,285.784307737887,283.315089122831,284.034940533649,3.48295830596438,3.83109121843862,80.231379571613,77.5432008176827,0.331,2,0,1,1,2013,5,1,0,0,1,1,0,1,11,381.895833333333,943.5,2922.97916666667,443.354166666667,52824.5416666667,50240.8958333333
2013-05-02,52511.5833333333,46464.4166666667,49812.3125,51258.5,602.1875,650.895833333333,285.339768404326,285.036154778211,284.136387050783,283.620889134686,286.524435241694,283.76562452346,284.60198164982,2.59953346054529,2.80108696433434,79.438645991164,78.5593277707333,0.333,3,0,0,0,2013,5,1,0,0,1,1,0,1,1,590.458333333333,771.104166666667,1823.54166666667,558.416666666667,44050.4166666667,48482.7916666667
2013-05-03,52168.1458333333,52511.5833333333,50501.9583333333,50150.4166666667,635.354166666667,1382.375,285.55402787509,285.532925583452,284.683850957886,284.347261750912,286.715265141065,284.367984623146,285.065126458048,3.58091170514533,3.39885101233586,67.3235748870518,68.2493165077328,0.336,4,0,0,0,2013,5,1,0,0,1,1,0,1,1,602.1875,209.75,650.895833333333,1862.54166666667,51258.5,48429.6666666667
2013-05-04,46117.75,52168.1458333333,48800.3333333333,44060.3958333333,847.9375,1209.41666666667,285.73175423836,285.529851991048,284.984273969126,283.955321637171,287.077238174432,284.61566039647,285.402513200238,3.04780301134064,3.15167678553666,62.4930560986561,57.0025502270307,0.339,5,0,0,0,2013,5,1,0,0,1,1,0,1,11,635.354166666667,388.1875,1382.375,1922.08333333333,50150.4166666667,46490.0625
2013-05-05,41967.6666666667,46117.75,48488.3333333333,40586.8125,835.354166666667,545.5,287.055891248212,286.598114779648,285.555806876619,284.776683412149,288.52416130655,285.083345260819,286.143240516008,2.36942370698897,2.41713585246458,71.001331788834,75.3532567663808,0.342,6,0,0,0,2013,5,1,0,0,1,1,0,1,11,847.9375,440.229166666667,1209.41666666667,812.041666666667,44060.3958333333,47236.0625
2013-05-06,48251.0416666667,41967.6666666667,55988.2916666667,46812.8541666667,915.833333333333,522.354166666667,287.797285869481,287.415382226763,286.246546962546,285.374125196189,289.431108729225,285.72122312224,286.876494413659,2.3600893431512,2.19137895397086,58.7286260781066,55.8600141615927,0.344,0,0,0,0,2013,5,1,0,0,1,0,0,1,1,835.354166666667,453.541666666667,545.5,1035.72916666667,40586.8125,54499.0208333333
